id,text,humor_target
tweet9351,"Yo hablando de mi vida amorosa:
▶  🔘──────── 00:02

Yo hablando de The Legend of Zelda Ocarina Of Time:
▶  🔘──────── 1:43:57",self-deprecating
tweet14896,"—¿Cómo va la dieta?
—La dejé, tengo una enfermedad que me impide hacer dietas...
—¿Qué enfermedad?
—Hambre, un chingo de hambre.",health
tweet12612,"¿En qué se parecen los hombres a las cervezas?...
 En que del cuello para arriba sólo tienen aire.
#Chistes #Humo...",men
tweet5852,"Top cosas que ella quiere: 

1) Mmm.
2) Ahhh.
3) Mmm.",professions
tweet17554,"La lesbiana indecisa no sabe que concha quiere 
#frases #chistes #realidad",lgbt
tweet18930,"— Qué bonitos labios. 
— ¡Gracias! ¿Es mi nuevo labial, te gusta? 
— No sé, con los leggings negros casi no se ven.",women
tweet10443,"- Buenas tardes. ¿El doctor Mata?
- Sí, ¿qué desea?
- Cancelar una cita...
#Chistes #Humor #Anecdotas #Doctores #...",professions
tweet22023,"""Voy a quitar la foto que tengo con él en WhatsApp, para que note que estoy enojada"".

—Todas las mujeres.",women
tweet17636,Estas vacaciones me quiero ir al hermoso estado de ebriedad.,substance use
tweet15472,"El sueño de todas las mujeres es ilusionar a un hombre, dejarlo embarazado y desaparecer.",men
tweet20301,"-¿Sabes querida? Cuando hablas me recuerdas al mar.
- Qué bonito! No sabía que te impresionara tanto...
- No me impresionas.¡me mareas!. #RT",women
tweet4212,"¡Oye! te ví en la tele ayer -¿En serio? ¿en dónde? -En Animal Planet, PERRA!",women
tweet4914,"—James, entra...
—¿A jugar?
—No, al camerino. Ya hasta en las bancas estorbas.
—¡Ay! 😓",professions
tweet7847,"#OjalaPagaranPor recibir puteadas de mi mamá, sería multimillonario.",family/relationships
tweet15378,"A un tipo al que iban a fusilar le dicen: ¿Último deseo? -No, nada... Vamos, algo tiene que haber. -Bueno... ¡Que me dispare Sergio Ramos!",professions
tweet18684,"¿Borracho yo? Jajajajajá pues mira como estás tú, todo borrroso.",substance use
tweet14629,"- A ver Pepito, ¿qué puedes decirnos de la muerte de Cristobal Colón?
- Que lo siento mucho señorita.
#Chistes #H...",age
tweet2676,Bebé ¿Estás celosa?  (Escribiendo)... (Escribiendo)... (Escribiendo)... (Escribiendo)... (Escribiendo)... (Escribiendo)...  No :)))),women
tweet613,"En mis tiempos el baño se hizo para cagar, no para tomarse fotos!! Atte: mi abuelita #XD #JAJAJA #RT",age
tweet19771,¿En qué se parecen los agentes de tráfico a las prostitutas...? En que los dos cobran por joder. #fb,professions
tweet19108,Me gustaban las tetas hasta que las empecé a tener yo.,body shaming; women
tweet10829,"#chiste Un paciente entra al consultorio del psicólogo:

-Doctor, nadie me presta atención
-¡El siguiente!. #chistes RT.",professions
tweet20525,"a TU HERMANA le dicen , Mosquito de manicomio.
porque chupa a lo LOCO.   #CHISTES",women
tweet3295,"—Hola bebé, te quiero mucho y te amo.  
—¿Otra vez le pegaste al carro verdad?  
—Sí, ¿algún pedo?  
—No mi amor, sólo quería saber.",family/relationships
tweet4609,lo más cerca que estoy de demostrar amor últimamente es parar la serie para contestar,self-deprecating
tweet21623,"—Facebook es como una cárcel.
¿Por qué?
—Te sientas, pierdes tu tiempo, tienes una foto de perfil, y escribes sobre muros.",technology
tweet14088,"Me causa gracia cuando me dicen ""esperaba algo más de vos"". Ni yo espero nada de mi, hasta me asusto cuando algo me sale bien.",self-deprecating
tweet18683,"A mi no me vengan con Rápido y Furioso.
(J R Riquelme )",professions
tweet1545,#Esdegordos jalar la sábana hasta acercarte el control de la TV.,body shaming
tweet22178,"No sos vos, es el gym que no supo sacar eso que crees ser.",body shaming
tweet3249,Todos los camareros se llaman Discúlpame.,professions
tweet2931,"Que bonito día, voy a hacer una pendejada para arruinarlo a la verga. 

—Yo, todos los días.",self-deprecating
tweet23001,"Cariño mi mama se a tirar por la ventana. -Corre, toma las llaves y aparta el carro #XD #JAJAJA #RT",family/relationships
tweet12899,"—Terminé con mi novia.
—¿Por qué?
—Ya no la entendía.
—¿Qué te decía?
—T3 am0o muxX0op mIi am0orsx.
—Ahh pues sí estaba cabrón.",women
tweet2207,"#NormalmenteEnMiSalonSeEscuchaba -¡El PROFESOR NO VINO! -claro que si yo lo vi... - ¡CÁLLATE¡, no lo invoques.",professions
tweet1515,"—Cómo el doctor escribe: ﹏﹏ 
—Cómo lo veo: Anplignae 
—Cómo el farmaceuta lo ve: Aspirina,",professions
tweet1067,—Abuelo ¿Soy bonita?  —Mira lo importante es que hay salud.,body shaming
tweet2519,Nunca sabes lo que tienes... hasta que entiendes la letra del médico.,professions
tweet20969,"Si tu cuerpo te pide alcohol, sexo y lujuria, dáselos pues lo necesita. Si no lo pide, obligalo para que sepa que no se manda solo.",substance use
tweet11253,"—Qué padre está tu disfraz de calabaza. 
—Es de zanahoria. 
—Ah.",body shaming
tweet1592,#Chiste Compadre sabes que a tu mujer le dicen las 3:55? -No... Por qué compadre? -Porque en 5 minutos ya está en 4! #chistes RT,women
tweet23450,"—¿Mamá, me puedo hacer un tatuaje? —Cuando cumplas 18. —Pero tengo cáncer y me quedan 6 meses de vida. —¡18 DIJE!",health
tweet19674,"Niñas de 12 años que ponen en Facebook: ""me cuesta olvidarte"". Si le das RESET al tamagochi resucita. DE NADA.",age
tweet22272,"2 reglas para complacer a una mujer: - Cuando te equivocas, te tienes que disculpar. - Cuando ella se equivoca, te tienes que disculpar.",women
tweet10158,"-Te amo, ¿tú me amas?. -¡Hmj, jmf!. -Bueno, te voy a quitar la mordaza solo esta vez. ¿Me amas? -¡AUXILI...! -Yo también te amo, Descansa.",sexual aggressors
tweet4938,"-Me gusta tu disfraz de vaca :) 
-Es de dálmata  
-Ah...",body shaming
tweet21920,"Un abogado y tu suegra están en un edificio en llamas. Sólo puedes salvar a uno, ¿qué haces? ¿Vas a almorzar o al cine?",family/relationships; professions
tweet21503,"Antes el hombre que se enojaba con su vieja se iban a la cantina, ahora sólo escribe indirectas en redes sociales. 

Se pierden los valores.",men
tweet22114,"-Yo soy un hombre que se ha hecho a sí mismo.

-¿Y por qué no te pusiste más polla?

-¡María, no empieces!",men
tweet19194,"—Hola, le venimos hablar de Jesús. —¿Y ahora que hizo?",religion
tweet64,4 etapas de la vida: 1- Creer en Santa Claus. 2- No creer en Santa Claus. 3- Ser Santa Claus. 4- Parecerse a Santa Claus,age
tweet15200,"*En WhatsApp* —¡PAPÁ! ¡AYÚDAME, ME ATROPELLARON Y ESTOY A PUNTO DE MORIR EN EL HOSPITAL! —Ok.",family/relationships
tweet13078,"Asaltan a una rubia. Llega el Zorro, la salva y deja su Z. La rubia mira la marca y grita: ¡Gracias Zuperman!",ethnicity/origin
tweet19826,"-Mamá, mi novia terminó conmigo.

-Seguramente ya anda con otro ¡QUE SÍ SE PONE SUÉTER!

-Ay :(",family/relationships
tweet12182,"—Amor, ¿Estás molesta?
—No.
—¿De verdad?
—En serio.
—¡Entonces dime algo dulce!
—¡¡TU MADRE ENVUELTA EN CHOCOLATE!!",family/relationships
tweet13555,Ya solo me faltan 3 para ser felices los 4.,self-deprecating
tweet21480,"""1970:
-Puedo tomar su mano?
-Por supuesto

2018:
*Le agarra la mano, se la lleva a la chota*""",sexual aggressors
tweet20491,"—¿Cómo hace la oveja?
—BEEEE.
—¿Y la oveja negra?
—YEAH NIGGA, THIS IS THE REAL SHIT MADAFAKA JAJAJA.
—¿Te drogas?
—A diario.",ethnicity/origin; substance use
tweet12495,Q( - _-)_____¦__o___Q(-_ - ) *Dos Chinos jugando al Ping Pong!*,ethnicity/origin
tweet10223,"“Nosotros también ya estamos hasta la madre de besar pendejas y putas con complejo de princesas”.

—Los hermosos y apuestos Sapos.",body shaming
tweet5452,"—Qué asco San Valentin, adoptar costumbres que...

—Mira, empezó la Champions. 

—¡Visca Barça!",men
tweet4419,"—Mamá soy fea? 
—No hija, tienes lo q cualquier hombre desea  
—En serio?
—Si, tienes voz gruesa, espalda ancha y pelos en el pecho. #jajaja",body shaming
tweet20942,Estoy en esa etapa de la vida donde disfruto mucho tomarme una cerveza conmigo mismo y ya no sé si es alcoholismo o amor propio.,self-deprecating; substance use
tweet17547,"—Amor, dime cosas sucias.

—Tu cuarto.

—¡Mamá, cuelga!

#XD",family/relationships
tweet17418,"cuando era chico me dijeron que podía ser cualquier cosa en la vida y acá me tenés, soy cualquier cosa. By @megaboludo",self-deprecating
tweet19507,"Un negro a estudiar derecho: -Señor, q rama va a escoger? -Ninguna rama, hijoeputa, pupitre como a todos!",ethnicity/origin
tweet20611,"-Doctor, tengo el pene como un nene de 5 años. -¿Tan chiquito? -Ma que chiquito! Como un nene de 5 años, ¡un metro de largo!",professions
tweet2614,"—Amor, ven a mi casa, tengo frío y estoy sola.—No princesa, no estás sola, Jesucristo siempre está contigo.
Todos los hombres siempr #chiste",men
tweet11295,"Con el resultado de ahora Uruguay se cruzaría con Chile…

En el aeropuerto.",professions
tweet22344,"Si una chica se cambia delante de ti es porque:

a)Le gustas
b)Estás en el nivel 99 de la ""friend zone""
c)Está 100% segura de que eres gay.",lgbt
tweet17830,"Cosas que hacen los hombres para molestar a las mujeres:

—Ser frío
—Ser sentimental
—No hablar
—Hablar
—Respirar
—Nacer
—Vivir",women
tweet23317,"Mi amigo es tan coqueto, que se mandó a polarizar el ojo de vidrio
#chistes",body shaming
tweet10529,"—¿Y si mejor quedamos como amigos? —¿Y si mejor le digo a tu mamá que ya no eres virgen? —JAJAJA, Ay mi amor, que cosas dices... Te amo.",family/relationships
tweet15707,"En clase: 1+1=2. Ejercicios para casa: 1+2+1=4. Examen: Pablo compró 4 uvas, se comió una y le dio otra a Pedro, calcula la masa del Sol.",professions
tweet9088,"2 y 2 son 4, 4 y 2 son 6, 6 y 2 son 8 y vos sos puta a los 16.",women
tweet4472,"El gallego está limpiando un espejo y dice: O limpias tú o limpio yo!
#chistes",ethnicity/origin
tweet4204,"A Bolivia le da igual el fútbol y la Copa América, solo han ido a Chile a hacer la ola en el estadio e imaginar que tienen mar y son felices",ethnicity/origin
tweet2553,"Buenos días, de los 5 kilos que quería bajar para Semana Santa ya solo me faltan 14.",body shaming; self-deprecating
tweet22599,"La película ""Buscando a Nemo"" habría durado 5 minutos si lo hubiera buscado la madre.",men
tweet18868,"No sé si elegir esgrima o albañilería.

Estoy entre la espada y la pared.",professions
tweet14986,"Mi mamá preguntándome cuando será abuela, JAJAJA. No puedo ni cuidar mi celular en la peda y quiere que cuide a un chamaco.",self-deprecating
tweet5135,estoy en esa fase de la abstención en la que voy de camino a comprar cigarros,substance use
tweet11235,Mi vecina es tan gorda que primero llena la bañera y después abre el agua by @hadacon #fb,body shaming
tweet17045,"¿Onta mi pinshi balón pa' irme?

-Messi.",professions
tweet4760,"Cuando una mujer te pregunta cuáles son tus intenciones, sabe que te la quieres coger, pero quiere ver si tienes los huevos de decírselo.",women
tweet23847,"RT @ezuezu: ""mi marido es mesero"" ""¿qué, es mozo?"" ""no, me hace el amor una vez por mes""",family/relationships
tweet8637,"¿Adivinen quién va a coger hoy? Exacto. Algún actor porno por ahí, yo ni en sueños.",self-deprecating
tweet16878,"—Amor dime algo lindo

—Mi pene

—¡Ay! Algo dulce

—Mi pene con chocolate en la punta

—¡Basta! Algo tierno

—Mi pene con una bufandita :3",men
tweet23738,"¿Cuál es el grupo favorito de los testigos de Jehová?
-The Doors.",religion
tweet6308,"Mujeres, el «hombre perfecto» no existe, así que deben resignarse al pendejo que tienen o morirán solas, leyendo a Coelho y adoptando gatos.",men; women
tweet18485,"Si no exagera, fracasó como madre.",family/relationships
tweet10736,"Había una mujer tan fea, que cuando la llevaron a la casa de los espantos, regresó con una solicitud de empleo. #fb",body shaming
tweet21013,"Un marica en hilo dental se pasea por la playa y un viejo le grita: -Sin vergüenza, te viera tu papá… -¡Me mata, no ve que el hilo es de él!",lgbt
tweet11445,"—Hijo, ¿Eres futbolista? —No, mamá ¿Por qué? —¿Y ESA PELOTA? —JAJAJA ¡YA MAMÁ, DEJA EN PAZ A MI NOVIA!",body shaming
tweet9482,Es increíble lo que dura la batería del celular cuando nadie te quiere.,self-deprecating
tweet6592,"El mundo""real""existe,se llama Tweeter...la fantasia existe,se llama FaceBook(FakeBook)",technology
tweet18510,La NASA acaba de descubrir que en Marte Agapornis también es una mierda.,professions
tweet565,"-Hola mi amor, estoy en un embotellamiento. -¿A qué hora llegarás? -Pues cuando se terminen las botellas.” #Plop #fb",substance use
tweet6336,"El alcohol no te dará las respuestas, pero borrará las preguntas.",substance use
tweet18742,"¿Qué hace un gallego corriendo y gritando por el campo?
Siembra el pánico.",ethnicity/origin
tweet1026,"-Hijo, antes de morir te dejaré algo para que comas toda la vida - ¿Dinero? -No, un tenedor JAJAJAJA - ¡Desconecten a este viejo!",family/relationships
tweet20876,"Fabbiani en el piso: ""Tírenle agua que se seca la ballena!"""" #chistes",body shaming
tweet1565,"Como si no tuviera suficiente con el hecho de tener que estar vivo, también tengo que aguantarme ser pobre.",social status
tweet22639,"un borracho le dice a un cura:
- ¿Padrecito Ud., es el que aparta a la mujeres del mal?
- Sí, hijo mío.
- Pues apárteme 2 para el sábado #RT",substance use
tweet3530,Lo dijo el pecoso :Te gano por puntos   #CHISTES,body shaming
tweet15934,"Enamórate de una persona que te consienta, que te apapache, que te diga lo lindo que eres y te haga de comer. Enamórate de tu abuela.",family/relationships
tweet23073,"—Doctor, estoy muy fea, ¿qué tengo?
—Usted tiene toda la razón.",body shaming
tweet10541,"#Chiste: Mami, vendí el Xbox para comprar marihuana 
- A bueno mijo, me parece muy bien que hayas dejado ese vicio #chistes RT.",substance use
tweet19964,"_ Mamá mamá, en la escuela me dicen Bon Jovi!
- Mañana hablo con la directora
_ No mamá!!, It's my life",professions
tweet4030,"—Que bonito pelo —Gracias, es natural —¿Qué laza es? ¿Muelde? —¡JAJAJAJAJÁ! Pinche chino, eres un desmadre —Jajajajajaja Lo sé, soy telible.",ethnicity/origin
tweet21199,— Disculpe ¿Cuanto cuesta un café? — 8 dolares. — ¿Y el azúcar? — ¡Es gratis! — Ok deme un kilo.,social status
tweet10221,Jaimito iba de viaje: -¿Nombre? -Jaimito Perez -¿Edad? -Cinco años -¿Sexo? -Todavía no... #fb,age
tweet11409,"- ¿Trabajas? 
-Por supuesto, soy ingeniero en navegación terrestre. -Ah, ¿Taxista? 
-Sí :(",professions
tweet22373,"No todo lo qe brilla es oro, como por ejemplo... tu cara grasosa #XD",body shaming
tweet8438,"Había una vez un leproso que le estaba echando sal a la sopa, y se le fue la mano #chistes",health
tweet19335,"No tendré el mejor cuerpo ni la mejor sonrisa, pero hay algo que siempre tengo: HAMBRE.",self-deprecating
tweet12581,"—Mi amor ¿Usaste condón? —No —¿Y tienes SIDA? —No —Uff, menos mal, no quiero contagiarme de nuevo #fb",health
tweet8800,"—Eres puta
—¿¡QUÉ IDIOTA!?
—Perdón, estaba limpiando mi teclado
—Ah, ok
—Además de puta, pendeja…
—¿¡QUE!?
—Sigo limpiando
—Ah, Ok.",women
tweet19129,-Acabo de matar 2 moscas machos y 4 moscas hembras -ah cabron y como sabes? -2 estaban en el vaso de cerveza y 4 en el espejo #humortico,men; women
tweet11580,"—Te amo
—PENAL PARA EL AMÉRICA 
—Pero...
—PENAL PARA LAS CHIVAS",men
tweet15186,"A las mujeres les gusta hacer dramas cuando están deprimidas, celosas, tristes, alegres, con hambre, sueño, frío o cuando respiran.",women
tweet21392,El chileno cuando muere Valparaíso,ethnicity/origin
tweet4524,"#Chiste le dice la mujer al marido: mi amor decime cosas tiernas... bebe prematuro, perrito tierno, gatito recien nacido, pollitos y patitos",family/relationships
tweet18246,"—Papá, ¿Está prohibido robar? —Verás hijo, en este país sólo está prohibido para los pobres.",professions; social status
tweet9838,Los DIEZ mejores años de una mujer son entre los 28 y los 30... #fb,women
tweet5520,"—Amor ¿Crees que soy chaparra? —Pues tienes una estatura común. —¿Tengo una estatura común? —Sí, Comúnduende, maldita enana. ¡JAJAJAJAJAJÁ!",body shaming
tweet22741,"—Vengo a realizar un depósito —¿Cuánto? —Diez mil —Aquí hay dos mil quinientos —Entonces no me preguntes si lo vas a contar, ¡pendeja!",professions
tweet20899,"A mi Xbox no le tengo que decir ""te quiero"" después de terminar de jugar con él. #PuntoParaMiXbox.",women
tweet19308,"-Mamá, en la escuela me dicen twitero - ¿Quiénes hijo? -RT si crees que los de mi salón. FAV si pensas que el maestro de historia.",technology
tweet23657,"estoy más decepcionada que aquella vez que soñé que tenía una empanada debajo de la almohada y cuando desperté y me fijé, no había nada :(",self-deprecating
tweet8267,Febrero con F de Forever Alone.,self-deprecating
tweet10175,"-Doctor ¿como salió la operación? -Señora, la operación fue un éxito, ojalá nos salga así la autopsia! by @Cristhian83 #fb",professions
tweet3304,"Cuando una dama dice no, quiere decir quizás; cuando dice quizás, quiere decir sí; y si dice sí, no es una dama. #fb",women
tweet486,"-Pa, ¿qué es ser un hombre? 
- Es ser el que toma decisiones, el que manda.
- Ahh, un día quiero ser un hombre,  como mi mamá.",men
tweet23666,"#Chiste Era Una mujer tan fea, tan fea que las cucarachas de comieron la cedula y le dejaron la foto #xD",body shaming
tweet22485,"-¡Wow, está increíble tu tatuaje del río Amazonas!
-Son várices.
-...",body shaming
tweet10427,"peligroso ,peligroso es el peluquero cuando le decis ""sólo la puntita""
#chistesmalos",professions
tweet11976,"#YoQueríaEstudiar medicina, pero me dí cuenta que mi letra sí se entendía y supe que no iba a servir para eso.",professions
tweet14840,#ResumeTuAñoEnTresPalabras QUE TERMINE YA,self-deprecating
tweet11484,"Siento mucha lástima por los hombres que no saben valorar a las mujeres.
Yo con solo verlas ya sé más o menos cuanto COBRAN.",women
tweet20930,"—Cariño, tengo complejo de enana.
—¡Qué va! ¡Si tienes una estatura común!
—¿En serio?
—¡Comúnduende! JAJAJAJAJA.",body shaming
tweet11357,"Un gay en una tortería: -Señor ¿me puede hacer una torta? -¿Con chile o sin chile? -Ay, mejor sin torta! #fb",lgbt
tweet15634,El efecto secundario de mi remedio para la rinitis es posible rinitis.,health
tweet9458,"En esta vida me voy a enfocar en ser feliz, porque adelgazar está bien pinche difícil.",body shaming; self-deprecating
tweet11042,"1960: ¿Desea bailar?

1980: ¿Le gustaría ir a cenar?

2014: Si te invito a una copa y me acerco a tu boca si te robo un besito...",professions
tweet9522,Ojalá los exámenes fueran como mi novia. Así ya no tendría exámenes.,self-deprecating
tweet20126,"Entre chinos: -Me voy a metel en un lío -¿En un ploblema? -No, en un lio a bañalme.",ethnicity/origin
tweet3067,¿Por qué cuando una enana entra a un hospital nunca vuelve a salir? Porque la dan de ALTA.,body shaming
tweet5125,"– ¿Pero podemos seguir siendo amigos?
– Sí pero de esos que no se hablan y se ignoran cuando se ven en la calle.",family/relationships
tweet15476,"Si la vida fuera un videojuego, este sería el momento en el que buscaría trucos por internet porque ya no sé qué hacer.",self-deprecating
tweet14391,"En una pelea con mi novia puedo:

1.- Perder la discusión y pedir perdón.
2.- Ganar la discusión, hacerla llorar y luego pedir perdón.",women
tweet23900,"—Oye Peña Nieto ¿Quién crees que sea el sucesor del Papa #BenedictoXVI ? 
— Bueno, si mis cálculos no me fallan, debe ser #BenedictoXVII.",professions
tweet7029,"—Hola guapo, ¿vienes solo?
—No, vengo con mi novia.
—¿Donde está? No la veo.
—La traigo en mi corazón.

TODOS LOS HOMBRES SIEMPRE.",men
tweet5804,#LoQueHubieraTuiteadoDeNiño Me robe muchas pelotas de la piscina de McDonald's jajaja.,age
tweet19161,"- Oiga, ¿el otorrino va por número?
- Van nombrando.
- Qué gran actor, pero no me cambie de tema.",professions
tweet17500,"- Papá, papá, todos los cuentos empiezan con ""erase una vez..."" ?
- No hijo, algunos empiezan con ""si mi partido ...",professions
tweet22076,"—Profe, ¿qué es bullying?

—A ver chavos, escuchen lo que esta preguntando este pobre pendejo, pinche gordo, negro, pobre.",body shaming; ethnicity/origin; social status
tweet18008,"Habla como puta, se viste como puta, se comporta como puta, se maquilla como puta; pero no le digas puta, porque se emputa la puta.",women
tweet19273,"Hoy estuve tres horas en lo de mi suegra, llegué a casa y armé el arbolito.
Sentí que había estado ocho meses",family/relationships
tweet6154,"-Doctor, hace una semana que no como, no duermo y no tomo agua, ¿Que cree que tengo? -Pues hambre, sueño y sed. -¬¬'",professions
tweet20410,"-Mamá, ya encontré trabajo - ¿De qué? -Ingeniero en refrigeración y empuje - ¿Vende Helados? -Sí :(",professions
tweet20795,Tengo más sueño que el baterista de Arctic Monkeys mientras grababan el último álbum.,professions
tweet15056,"Si una mujer pública es una prostituta... 

¿Por qué un hombre público es un político?",professions
tweet17061,Odio que cuando netflix pasa de capítulo a capítulo pone una pantalla negra donde uno se ve el reflejo todo gordo y triste.,self-deprecating
tweet23030,"Tuitear es como ir a prostíbulos, sabes que no hay dignidad en ello, pero igual vas, como si no tuvieras voluntad, ni alma, ni amor propio.",men
tweet8432,Fui con un psicólogo y no supo resolver el siguiente problema: (5x+7y)² + 9x-2y = 4x (-8y+3)³. Definitivamente no sirven para nada.,professions
tweet18128,"A mi prima  le decimos ""araña""
siempre la encontramos en los rincones @diazdangelo #chistes",women
tweet20859,"#MACHISTA: Hay 3 tipos de Mujeres: Las lindas, Las inteligentes, y La mayoria... #fb",women
tweet20233,"—¿Borracho yo? Si sólo bebo los días que terminan en ""s"": lunes, martes, miércoles, jueves, viernes, sábados, domingos y días festivos.",substance use
tweet11048,"-Amor, ¿qué significa “marry me”? -Cásate conmigo - ¡Acepto! - ¿Qué? Si solo te estaba… -CALLATE, la boda será en 10 días",family/relationships
tweet10582,"Según Spotify, lo que más escuché este año fueron tus mentiras.",family/relationships
tweet12982,"—¡Hijo, ¿Por qué te expulsaron de la escuela?! —Recorte de personal, mamá.",age
tweet12878,"Ni el FBI, CIA u otro departamento tienen la determinación y empeño en encontrar lo que buscan como una mujer cuando sigue el rastro de algo",women
tweet11520,#Chiste Como va el problema sexual con tu marido?- Estamos en tratamiento. -Como es eso? - El trata... y yo miento #chistes RT,family/relationships
tweet10418,"—¡¿Me estas engañando con otra?! —Obvio que no, amor. —¡¿Y ESE CALZÓN ROJO EN TU COCHE?! —Está bien, tengo que confesarlo...¡SOY SUPERMAN!",men
tweet7583,"-Amor...cuáles son los planes para Semana Santa?  

-Los mismos de Jesus; desparecer el viernes reaparecer el domingo..",religion
tweet11169,"—Va a querer su Jetta en pagos, ok ¿a 5 o 6? 

—¿Años?

—No, generaciones.

Chilangos comprando un auto.",ethnicity/origin
tweet15280,"Y JESUCRISTO ALZO LA COPA Y DIJO:
""TOMAD Y AGARRADLA DURO PARA QUE NO OS PASE LO DE SERGIO RAMOS""  #Chistes",professions
tweet23325,"-Tijeras
-Tijeras
-Bisturí
-Bisturí
-Gasas
-De nada",professions
tweet18745,Si los monstruos salen del armario... ¿es porque son gay?,lgbt
tweet19478,Tengo menos señal que testigo predicando,religion
tweet22519,El abogado es la única persona que no es castigada por ignorar la ley. #fb,professions
tweet21673,"— Doctor. Sea sincero, ¿el desmayo que tuve es grave?
— Soy san Pedro.",professions
tweet14380,"un niño llega llorando donde su mamá
-mama mama...
en la escuela me dicen shampoo
-basta Jonsson no mas lagrimas #xD #JAJAJA #CHISTES #RT",age
tweet7806,"Explotan a la menor provocación: 

-Aries
-Leo
-Cáncer
-Géminis 
-Samsung Galaxy Note 7",technology
tweet12372,"- ¿Cuál es el colmo de una florista?
- Llamarse Margarita y que el capullo de su novio la deje plantada.
#Chistes...",professions
tweet19082,"—No salgas con nadie, le hace daño al bebe

— ¿Cuál bebe?

— Yo.",self-deprecating
tweet14415,"Dime con quien andas... Y si es bien puta, me la mandas.

—Todos los hombres.",men
tweet17614,"El mejor disfraz que he visto ha sido el de mi ex, ese se disfrazó de algo que vale la pena, pero terminó valiendo madres.",family/relationships
tweet16768,PASSARELLA SE METE EN UN TUNEL Y GRITA : RIVER ES DE PRIMERAAAA Y EL ECO LE RESPONDE : ERAAAA ERAAAAA #CHISTES,professions
tweet11405,"Me estoy poniendo en forma, pero todavía no se nota en forma de qué 🙊",body shaming; self-deprecating
tweet19891,"-Amor tengo un problema -No mi amor, ""tenemos un problema"" -Ah bueno. Vamos a tener un hijo con la secretaria!",women
tweet19716,"Una amiga a otra: -Quiero que mi novio sea como Bob Esponja -¿Si, cómo? -¡Ojos azules, rubio y bien cuadrado! #fb",body shaming; men
tweet19278,-Segundo -Minuto -Hora -Día -Semana -Mes -Año -Lustro -Década -Siglo -Milenio -Reinicio de un Blackberry.,technology
tweet12400,"Ring Ring: -hola -Dénos mil dólares o matamos a su suegra -¿y a mi que? -No, perdón, dénos mil o la soltamos -ahora si se puso seria la cosa",family/relationships
tweet9281,"VIERNES DE PERREO:

Expectativas

—Fiesta
—Amigos
—Alcohol
—Sexo

Realidad

—Netflix
—Llorar
—Stalkear a mi ex
—Llorar hasta que me duerma.",self-deprecating
tweet10867,"Un doctor a su paciente: -Le tengo una BUENA noticia Sra. -Perdón doctor, soy Srta. -Entonces le tengo una MALA noticia. #fb",women
tweet10873,"— No soy gordo, soy de huesos anchos.
— Pues deberías ir al doctor, porque el hueso de la papada se te está saliendo.",body shaming
tweet14314,"—Estoy emputada, no me hables.

—Ok.

—AHHH, ¿TE VALE VERGA?",women
tweet3894,Nuestra relación siempre pudo ser fácil pero tú me la ponías dura.,family/relationships
tweet23449,"Un parlante le pregunto a otro : tienes facebook?
no yo tengo twiter  #CHISTES",technology
tweet18424,"—Mamá te traje una buena noticia —¿Sacaste 10 en Matemáticas? —Te dije una buena noticia, no un milagro",self-deprecating
tweet15234,—¿Y tú qué tienes contra los negros? —Una escopeta. -,ethnicity/origin
tweet22,"-El alcohol es un veneno. –Si es un veneno, ¿Por qué lo tomas? -Porque hay cosas dentro de mi que necesito matar. -Charlie Sheen",substance use
tweet3968,"Es posible que el hombre haya descubierto el fuego, pero fue la mujer la que descubrió como jugar con él. -Sex and theCity",men
tweet20972,"- Madame, ¿gusta otra copa?
- No, gracias, me hace daño para las piernas.
- ¿Se le adormecen?
- No, ¡se me abren! #XD",women
tweet4547,Perdida inmediata de la dignidad al intentar subir un escalón invisible.,self-deprecating
tweet2099,"-Mi esposa es un objeto sexual. -¿Por qué? -Porque cada vez que le pido sexo, ella objeta! #fb",family/relationships
tweet19411,"Las mujeres nunca se equivocan, incluso cuando se equivocan, hay un momento de la discusión donde sorprendentemente vuelven a tener la razón",women
tweet116,"No se que dura menos, si la bateria de mi celular o yo estudiando.",self-deprecating
tweet21537,Fuimos tan perfectos que hasta el universo se puso celoso y nos separó… ahhh te creas jajaja nomás no me querías.,family/relationships
tweet10424,"Pobres aquellos que cumplen años en enero, ya cuando estamos pobres y sin dinero para invitarles mínimo un refresco. Dios apiádate de ellos.",social status
tweet2620,"Me voy a tatuar la palabra ""orgullo"" en la verga, solo para que te lo tragues sin hacerla tanto de pedo, mi amor.",women
tweet12260,"- ¡Esto es un atraco, deme todo su dinero! 
- ¿Usted no sabe que yo soy político? 
- Disculpe, entonces... ¡Deme ...",professions
tweet15956,"—Oye, ¿a qué se dedica tu papá?
—Manipula a las masas.
—Ah, ¿es político o algo así?
—No, es panadero.",professions
tweet4070,"VENTAJAS DE NO TENER LOS OJOS CLAROS:
—
—
—No tenemos que aguantar a personas diciendo ""Regálame tus ojos"".

Punto para los ojos color caca.",self-deprecating
tweet20608,Me ven en bikini y me llevan a mundo marino.,body shaming; self-deprecating
tweet14372,Mi problema es que me queda más cerca el refri que el gym.,self-deprecating
tweet23436,"Un rengo le dice a un manco: ""viene dura la mano"" y el manco le responde ""y... al paso que venimos""",health
tweet20598,"Mi novia me dejó porque me gusta el reggaetón, pero volverá para seducirme otra vez, besarme otra vez, volverme a poner el mundo al revés.",family/relationships
