id,text,humor_mechanism
tweet4288,"Decir “perdón” es fácil. Lo difícil es diferenciar a chinos de coreanos, coreanos de japoneses, japoneses de chinos... Y así",reference
tweet16109,Van caminando dos ciegos un día de mucho calor. Uno dice: —Ojalá lloviera. Y el otro: —Ojalá yo también. #humortico,wordplay
tweet12145,"Cual es la Barbie que sabe hacer parriladas?
- La Barbi quiu.. #CHISTES",wordplay
tweet14099,"Amigas, cuando el profesor les diga que se vayan vestidas de manera formal, no se refiere a ir vestidas igual que en el antro, de nada.",embarrassment
tweet23220,"He sufrido mi tercer enamoramiento en el día, procuraré no mirarme por cuarta vez en el espejo.",unmasking
tweet19664,"Dije que iba a empezar la dieta en enero, más nunca especifique de que año...",unmasking
tweet1632,"Mi América lleva 5 años en la B en un acto de altruismo, para darle oportunidad al resto de equipuchos de cagada. Cuánta humildad. #respect",irony
tweet15563,"—¿Maestro entonces ya aprobé?  

(• - •)      
ʃ \\ __(• - •)    
_ʃʃ _ʃʃ \\    

—¡Hija, yo soy el conserje!

—¡Ay, por no poner atención!",misunderstanding
tweet2745,"—¿Estás llorando? —No imbécil, me estoy riendo al revés.",irony
tweet13385,Me levanto de la misma manera que pago que pago mis cuentas. Llorando.,exaggeration
tweet19451,"¡Ring! -Hola, el contestador automático de Pepe está roto. Soy su heladera. Por favor, deje su mensaje y me lo pegaré con un imán.",absurd
tweet5063,"–Tu belleza es de otro planeta.
–Aww, ¿en serio?
–Sí, del planeta de los simios, por ejemplo.",embarrassment
tweet11853,"—¡Mamá! ¿Qué es esto?
—Tu comida
—¡Pero estas son croquetas en salsa verde!
—¿No qué te gusta mucho usar el filtro de perro de Snapchat?",embarrassment
tweet19201,"Estoy escuchando musica sin auriculares en el colectivo, me parece que se me aflojaron los dientes y me estan salíendo piercing en la cara..",exaggeration
tweet2099,"-Mi esposa es un objeto sexual. -¿Por qué? -Porque cada vez que le pido sexo, ella objeta! #fb",wordplay
tweet20605,Yo creo que no me contesta el Whatsapp desde hace 6 días porque tiene Blackberry y se está reiniciando.,exaggeration
tweet6135,¿Cuál es el animal que tiene los pies en la cabeza? El piojo... #fb,wordplay
tweet2246,¿En qué semestre de medicina enseñan a escribir en árabe?,absurd
tweet12918,No les parece sospechoso que el certamen Miss Universo lo gane todos los años una persona de nuestro planeta?,absurd
tweet21222,"Me gusta la panceta.
Bacon todo",wordplay
tweet23027,"—Para este Halloween me voy a vestir y maquillar como si fuera una grandísima puta.
—¡¿MÁS?!",embarrassment
tweet22825,"—Abrazaba a mi hijo de 3 meses y tenía mi celular en la mano, me tropecé y tuve que soltarlo
—¿Se rompió?
—No, pero sí lloró varios minutos.",misunderstanding
tweet240,"-Hijo que es eso de Twistter?
-Es un virus mamá, ni se te ocurra abrirlo.",misunderstanding
tweet22207,"Mi amor, creo que es hora de dar el siguiente paso y que me vista de blanco. Ok, vamos a inscribirte a karate.",misunderstanding
tweet3503,Alerta tsunami en Bolivia y Paraguay.,absurd
tweet23779,"Mas puta que la gallina que aprendio a nadar para que se la culiaran  los patos ...
#frases",insults
tweet65,"—Buenas tardes, vengo a que me haga un tatuaje.
—¿De qué?
—De tres tristes tigres tragando trigo.
—¿Dónde?
—En un trigal.",misunderstanding
tweet22085,"— Abuelo, ¿Que haces de pie tanto tiempo en la cocina?

— El médico me dijo que tengo que cuidar el azúcar.",misunderstanding
tweet3519,"—¡Hijo! ¿Por qué te estás metiendo un pepino en el culo?

—Está bien mamá, lo confieso, ¡SOY UN HERMOSO EXTRACTOR DE JUGOS!",absurd
tweet11181,"NovioTacaño pasa con Su novia frente a un restaurante,  y La novia le dice:- Que rico Huele.. y El novio le Dice: Quieres Volver a Pasar?",misunderstanding
tweet8337,"-¿Cuál es tu Mayor Adicción? -Tú, ¿Y la tuya? -El Twitter -Pero yo pensé... -¡EL TWITTER DIJE!",embarrassment
tweet7202,Sabes porque los postres siempre van al final de las comidas????Porque son a POSTRE-RIORI  #chistes #malisimo,wordplay
tweet18813,Me voy a suicidar en el antro para que mi espíritu se quede ahí y ser el alma de la fiesta.,wordplay
tweet23752,"– ¿Hay alguien que se oponga a este matrimonio? Que hable ahora o calle para siempre –Yo padre – ¡CÁLLESE, USTED ES EL NOVIO!",parody
tweet21562,Fuí al campeonato del que ríe mejor.. quedé último,parody
tweet1840,"Te apoyaré en todo bebé.

En la cama, la pared, la mesa, el sofá, en todo.",exaggeration
tweet15193,Arjona tiene discos espectaculares. Como por ejemplo uno de Radiohead que le prestó su cuñado.,wordplay
tweet3855,"La gente que habla todo el tiempo de futbol si no es pelotuda le
pega en el palo",irony
tweet17118,"—Hijita, te habla José.
—¿Cual José?
—El que te cogió y se fue JAJAJA.
—¡ABUELO! :'(
—Ay hija desde que te violaron estas insoportable.",embarrassment
tweet22902,"Mi celular y yo, siempre juntos donde sea, pero siempre hay un tercero que la caga... ""la batería baja"".",analogy
tweet15376,"—Pepito ¿Qué detiene la diarrea?
—Los camarones
—¿Los camarones?
—Mi mamá le dijo a mi Papá, traga camarones a ver si se te para esa mierda.",misunderstanding
tweet21328,"RT @inboyd #chistechiste metiéndose la manguera de un surtidor en el orto. Me doy vuelta y le digo:- Eso no es normal! - No!, es super!...",misunderstanding
tweet23272,"—¿Tiene jarabe para la tos? 
—Sí 
—¿Es fuerte? 
—Suelo serlo, pero cuando me acuerdo de ella chupandomela me derrumbo...  #Stonesenbogota",misunderstanding
tweet16209,Hay una forma de transferir dinero más rápida que la banca electrónica. Se llama matrimonio...,analogy
tweet5885,"Hugo Chávez en restaurante: -Tengo reservación —Ok, diga algo para identificarlo -Solo se me ocurren babosadas —Bienvenido Sr. Chávez!",reference
tweet8652,"2 gallegos entraron al supermercado desnudos
Porque afuera decia 50% de descuento en pelotas
#chistes",stereotype
tweet23354,"-Mama, mama, en el colegio me dicen despistado.- Dale nene, andate a tu casa!",misunderstanding
tweet22573,"-Buenas noches ¿Qué desea de cenar? 
-Pez León
-Señor, estamos en una taquería
-Pez León 
-Señor, no tenem...
-Pez León. 

#MasterChefMx",parody
tweet20748,"Tengo 2 noticias, una mala y una buena
—Cuál es la mala?
—Le amputaron el pie izquierdo
—Y la buena?
—Que arranca el año con pie derecho",wordplay
tweet4253,Mi psiquiatra me dijo que yo estaba loco. Le respondí que quería una segunda opinión. Y me dijo: Usted es feo también. #fb,misunderstanding
tweet16632,"Para ti yo siempre fui un imbécil, pero era tu imbécil y con eso me bastaba.",insults
tweet8288,"¿Por qué los hombres son inútiles? 
Porque tienen...
tetas y no dan leche, 
pajarito y no cantan, 
pelotas y no ruedan",stereotype
tweet17685,"—¿Quieres coger? —Lo siento, tengo la regla. —¿La regla? ¡Pero si eres hombre! —. . .La regla de no coger con feas.",wordplay
tweet10398,"¿qué animal cocina mejor la comida? el hornotorrinco
#chistes",wordplay
tweet14986,"Mi mamá preguntándome cuando será abuela, JAJAJA. No puedo ni cuidar mi celular en la peda y quiere que cuide a un chamaco.",reference
tweet10261,"Hola. Soy tu móvil, y me quedare sin carga en medio de una conversacion super emocionante.",reference
tweet20886,"¿Saben por qué Tarzán pela rápido los cocos? Porque tiene a Chita.

¿Entienden? ¡Hachita! JAJAJAJA

Gracias, sus likes son aplausos para mí.",wordplay
tweet9772,"—¿Qué significa tu tatuaje?
—Que tenía 17 años y 300 pesos.",absurd
tweet21070,"—Oye, ¿me marcaste?
—Sí.
—¿Qué querías?
—Masturbarme con tu foto de Whatsapp, pero marqué sin querer.",unmasking
tweet20859,"#MACHISTA: Hay 3 tipos de Mujeres: Las lindas, Las inteligentes, y La mayoria... #fb",insults
tweet19137,"*TOC TOC*.—¿Quién es? —Somos los ladrones —Uf, menos mal creí que eran los testigos de Jehová.",exaggeration
tweet20379,"-Ring, ring -Diga? -Es la embajada de Laos? -Si -Uno de vainilla, por favor.",wordplay
tweet8698,"Mascar chicle es una cosa, imitar a una vaca masticando hierba es otra.",analogy
tweet2724,¿Enamorarme?... Prefiero golpearme el dedo chiquito del pie con la esquina del mueble. ¡Duele menos!.,exaggeration
tweet8088,¿Cómo mierda le hace la gente que se duerme en el Camión y se despierta una parada antes? Yo me llego a dormir y amanezco en Guatemala.,exaggeration
tweet985,"Una señora coja llega a la verdulería de un tuerto: -¿Tiene Tomates? -Sí, escoja! -Y tu eres tuerto HDP!",misunderstanding
tweet8559,M.A.E.S.T.R.A = Mujer Amargada Especializada Sobre Temas Realmente Aburridos #XD,stereotype
tweet9022,"—¿Nivel de inglés?
—Alto.
—Traduzca vidrio.
—Glass.
—Úselo en una frase.
—Glassias pol la entlevista.
—JAJAJA. Maldito chino.
—¡SOY TELIBLE!",stereotype
tweet729,"— Los caballeros no tenemos memoria.
— No mames abuelo, tu tienes Alzheimer ...
— ¿¡Y tu quien coño eres, pinche escuincle pendejo!?",irony
tweet8637,"¿Adivinen quién va a coger hoy? Exacto. Algún actor porno por ahí, yo ni en sueños.",unmasking
tweet8338,"— Oye, ¿te gustaría plantar un árbol conmigo?

— ¿Un árbol?

— Sí, el genealógico beibi.",unmasking
tweet15867,Algún día ese cuerpazo tuyo sera mío... Cueste lo que me cueste y duélale a quien le duela. Att: La Funeraria.,reference
tweet16272,"En que se parecen un hombre y una hielera...
En que nada más les echas cerveza ya los puedes llevar a donde quieras.",analogy
tweet8385,"—¿Cuánto tiempo llevan de novios?
 —Vamos por dos años, ¿y tú? 
—AWW, qué bonitos. 
—Jaja sí, ¿y tú? 
—Qué hermosos, en serio, los felicito.",unmasking
tweet22637,RT @Jofa2010: Un cura sorprendido mientras c bañaba en el rio:masturbandose padre? NO! 1 es libre de lavarc el pito a la velocidad q quiera!,embarrassment
tweet17945,*Toc toc* -¿Quién es? -La persona más hermosa del mundo -¡Nah! ¿Mi clon? #fb,misunderstanding
tweet18811,"¿¡Buscarte!? Jajajajajajaja, ni que fueras el cargador de mi celular.",analogy
tweet275,"—Hola, soy un paracaidista, paraguayo, parapléjico, paraolímpico, y vengo para pedir la mano de su hija
—¿¡PARA QUÉ!?
—Ay, no jodas señor...",misunderstanding
tweet6535,En navidad hay que ponerse en pedo sí o sí. Jesús no transformó el agua en vino para que se pongan a tomar mate o Coca Cola en su cumple.,exaggeration
tweet15956,"—Oye, ¿a qué se dedica tu papá?
—Manipula a las masas.
—Ah, ¿es político o algo así?
—No, es panadero.",wordplay
tweet4166,Un hombre que mide menos de 1.70 no puede andar por la vida exigiendo respeto. Es ilógico.,insults
tweet16337,"- ¡Capitán!

- Dime, soldado.

- ¡Objetivo a las 5 en punto!

- Merendar.
#Chistes #Humor #Anecdotas #Militares #...",unmasking
tweet13087,"""Esos que estudian medicina 7 años, se van a cagar cuando sepan que las enfermedades se curan dándole like a las fotos de Facebook.""",reference
tweet22854,"Era un hombre pero tan, tan, tan bajito, que era el último en saber que llovía.",exaggeration
tweet10138,"—Árbitro, ¿cuánto falta para que termine el partido? 

—¿Falta? ¡FALTA! ¡PENAL A FAVOR DEL BARÇA!",exaggeration
tweet4505,—¿Que recibiste esta Navidad? —Kilos.,absurd
tweet8125,"—¡¡SU PUTAMADRE MAÑANA ES LUNES!!
Exclamó dulcemente la tierna y delicada princesa.",parody
tweet2750,Ojalá hoy le echen algo a mi bebida porque no me alcanzó para comprar mi propia droga.,irony
tweet20496,"-Mamá, ¿por qué los penes son feos? -Ay hija, si feo lo chupas... Bonito te lo comes.",misunderstanding
tweet16452,"Me pregunto si las nubes también miran hacia abajo y dicen: “Mira, ese tiene forma de pendejo”.",absurd
tweet7259,"— Mamá, aún no sé qué estudiar. — ¿Qué te gusta? — Dormir, comer y andar en twitter.",absurd
tweet13229,"En Starbucks.  -Me das un cafe? -Si, para tomar aca o para subir a Instagram?",stereotype
tweet10428,"Ojos de Gato, Patas de Rana, que salga de mi mente y aparezca en mi Cama!",parody
tweet13685,"—Me voy a meter en un lío.
—¿En un problema?
—No, en un lío a bañalme.
—JAJAJAJA chino, eres un pinche desmadre.
—Lo sé. Soy telible!",stereotype
tweet13458,"—¿Oye abuelo de joven mi padre era muy aficionado a los nazis?

—No mucho Hitler Alberto.",irony
tweet17418,"cuando era chico me dijeron que podía ser cualquier cosa en la vida y acá me tenés, soy cualquier cosa. By @megaboludo",absurd
tweet22563,"UN TERREMOTO A OTRO : SALIMOS UNA NOCHE? , SI PERO CADA UNO CON TSU NAMI   #CHISTES #VACONHONDA",wordplay
tweet13026,Afortunadamente estaba picando cebolla cuando me enteré que solo me quería como amigo.,irony
tweet20120,"Nunca utilices a una persona para olvidar a otra.

Lo ideal es dos o tres",unmasking
tweet201,"Danos hoy el tweet de cada día
Perdona nuestros Unfollows",parody
tweet23462,-Compadre tengo ganas de hacer el amor -¿Y Ud tiene dinero? -¡Compadre! ¿¡No me diga que me va a cobrar?! #fb,misunderstanding
tweet10582,"Según Spotify, lo que más escuché este año fueron tus mentiras.",analogy
tweet13667,El alcohol no soluciona tus problemas. Pero bueno el agua tampoco.,absurd
tweet19618,"- No me mandes audios que no los puedo escuchar ahora 
- Audio",reference
tweet4204,"A Bolivia le da igual el fútbol y la Copa América, solo han ido a Chile a hacer la ola en el estadio e imaginar que tienen mar y son felices",stereotype
tweet1113,"Una amiga a la otra -Vi a tu novio con un OVNI
-OVNI?
(O)tra (V)ieja (N)o (I)dentificada  #XD #JAJAJA",embarrassment
tweet1767,"Las peliculas de Chaplin siempre fueron mudas, de chiquitito le decian no Charles Chaplin,, #chistes #humor",wordplay
tweet6073,"- ¿Me da una entrada para el teatro?
- ¿Para Los Miserables?
-Mire, somos pobres pero respétenos.",misunderstanding
tweet296,"Me ofrecieron dinero a cambio de promocionar un producto en esta cuenta, pero mi dignidad es fuerte cómo Axión®, el verdadero arranca grasa.",unmasking
tweet22295,"—Amor, ¿estoy gorda? — Cómo dices eso mi Buda, perdón, mi vida.",embarrassment
tweet3902,"— Miley Cyrus, ¿qué opinas de la economía mundial? — :P — ¿Y de las guerras? — :P — ¿De la pobreza en África? — :P — ¿ 2 x 2 ? — :P",reference
tweet18519,"-Qui ti pasó Jelipe? -Mi golpiaron unos endividuos! -Y no te vengates Jelipe. -Jum, si no mi vengo mi matan! #chistes",absurd
tweet8770,Cuando la gente deja de fumar se vuelve adicta a contarle a la gente que dejó de fumar.,reference
tweet11345,"Cuidemos la tierra, es el único planeta con pizza y Netflix. 🙏🌎",exaggeration
tweet19302,"Lógica femenina: si esa mujer está mejor que yo, es puta. 

Lógica masculina: si ese hombre está mejor que yo, es puto.",reference
tweet2923,Lo llamaron «vive y deja vivir» porque «no te metas en donde no te importa» sonaba un poco grosero.,irony
tweet1834,"—¿Qué haces, amiga?
—Aburrida en mi casa. ¿Tú?
—Igual aburrida.
—Ven a mi casa hay que buscar algo para hacérsela de pedo a nuestros novios.",reference
tweet12099,"Hay dos tipos de economía, la de comprar una tele más grande y la de poner el sofá más cerca
#chistes #frases",irony
tweet2447,"—¡Dr, el paciente se muere, necesita reanimación! —¡A la bio! ¡A la bao! ¡A la bin, bon, bao! ¡El paciente! ¡El paciente! RA RA RA! —Murio",misunderstanding
tweet21265,"- ¿Por qué en China están prohibidas las elecciones?
- Porque sin ""elecciones"" no pueden ""nacel"" tantos chinitos....",wordplay
tweet10433,"Que no se pierda la bonita costumbre de dormir hasta el medio día, para demostrarle a todos que eres una persona que lucha por su sueños.",absurd
tweet4693,"#Chiste Mami, yo tengo tres mamas? -Si hijo, Estoy yo, tu abuela y tu bisabuela -Porque?-Es quee me dijieron triplehijueputa #chistes RT",insults
tweet22005,"-Me he comprado un champú anticaída.
~¿Y Funciona?
-No, me sigo resbalando en la ducha.",misunderstanding
tweet17828,"Me gusta el trabajo. Me fascina. Me siento a mirarlo durante horas
#chistes #humor",unmasking
tweet10290,A ver mija tú que estudiaste Odontología lánzate por un diente de ajo aquí al mercado.,wordplay
tweet14374,El ser humano es el único animal que pasa años y años insistiendo con un tuit que solo a el le gustó. Lo mismo con las personas.,parody
tweet22698,"Un borracho en moto sigue de largo en una curva. El policía le dice:
¿Sr. no vio la flecha?
-¡No la vi! Malditos indios.",misunderstanding
tweet19533,Ustedes saben cuál es el oficio que ayuda más a los demás @diegodelacurva @rafacotelo? El de Alambrador...porque tira piques ;) (?),wordplay
tweet8623,Odio cuando la ducha tiene sólo 2 opciones: frío polar o quemaduras de tercer grado. 😒,reference
tweet7265,¿Qué va hacer Batman en internet? BaTwittear!,wordplay
tweet19452,Celebro la idea de gobierno federal de extraditar al chapo. sin duda será útil tener a alguien del otro lado que nos ayude a hacer un túnel.,unmasking
tweet21918,¡¿Cómo que existen hombres que solo les importe el sexo?! ¡¿Qué sigue?! ¡¿Mujeres que sólo les importe el dinero?!,reference
tweet7603,"Le escribí ""Hola"" y se puso en ""ocupado"", creo que está planeando la boda.",misunderstanding
tweet19978,"- ¿Que le doy?
- 1 kilo de bistec fileteado, por favor. 
- ¿1,200 está bien?
- ¿Me cobras por 1 kilo?
- NO
- Entonces dame 1 kilo, LPM...",reference
tweet18126,"Un ladrón me dijo: ""Dame tu dinero"" Le dije: ""No tengo dinero ni nada que dar, lo único que tengo es amor para dar"". Bailamos, fue HERMOSO.",absurd
tweet11084,"-Padre, he pecado. Anoche vi a una pareja haciendo el amor y los alumbré con mi linterna -Ah conque Ud era el de la linternita!",embarrassment
tweet23781,Estoy en mi casa haciendo la previa... la previa para ir a dormir.,unmasking
tweet8805,"Si no me morí aquella vez que combiné whisky con ron y vodka...¿Tú crees que me voy a morir por ti? 
¡NO MAMES!",exaggeration
tweet8067,"Soltero: ""¿Y la novia?""
Con novia: ""Y la boda?""
Casado: ""¿Y el bebé?""
Con bebé: ""¿Y el hermanito?""

Las tías nunca van a dejar de chingar.",reference
tweet19726,"#chiste: ¿Que le dice un elefante a un hombre desnudo?
Y... ¿Con eso respiras? #chistes RT.",analogy
tweet21199,— Disculpe ¿Cuanto cuesta un café? — 8 dolares. — ¿Y el azúcar? — ¡Es gratis! — Ok deme un kilo.,absurd
tweet20565,"cHIcas, cuando un hombre les mire el escote no es porque esté intentando mirar sus tetas, sino su corazón #XD",irony
tweet12713,"#Chiste Doctor, tengo como 10 novios ¿será que me pongo la T de cobre? -Mejor póngase la P de puta y cobre! #chistes RT.",embarrassment
tweet20128,"—Si no me querés, decilo. —lo.",embarrassment
tweet16881,"—JAJAJAJAJAJAJA, MAMÁ ERES UNA VERGA CONTANDO CHISTES,
—Jesús no podemos poner eso.
—Ok, entonces pon ""María, llena eres de gracia""",parody
tweet1430,Había una vez una princesa que le dieron un beso en el sapo y quedó encantada. ¿Así es? O... ¿Lo conté mal?,wordplay
tweet20349,"Se está muriendo gente que antes no se moría, que no había muerto nunca, que es la primera vez que se muere, que estaba viva y ya no.",absurd
tweet4053,"¿Qué es un pato con 4 patas? ...Un pato infiel  
#chistes",wordplay
tweet17479,"Jefe al empleado: -Es el cuarto día que llega tarde esta semana, que conclusión saca de éso? -Que hoy es jueves! by @franklintobon #fb",misunderstanding
tweet23926,"-Compa, me voy para USA -Me importa un carajo! -Bueno compa, si puedo se lo importo.",wordplay
tweet3669,"Amigos, yo siempre respondo menciones. Es más, si en la calle veo un letrero que dice: «¿Ha visto a este perro?», llamo para decir que no.",absurd
tweet12367,"Están dos platicando: -Tengo la polla como un joystick -¿Con la punta roja? -No, con las manos marcadas...",analogy
tweet15634,El efecto secundario de mi remedio para la rinitis es posible rinitis.,absurd
tweet17882,"¿Por qué empiezan sus publicaciones con ""When"" y el resto lo escriben en español? ¿Están pendejos o qué?

Pero en fin, When...os días.",irony
tweet18087,"Papá, papá, que es el eco?- Es el único que tiene huevos para contestarle a tu madre. #CHISTES",absurd
tweet6568,—¡Que gorda estás! —Tu envidia alimenta mi ego —No jodas. Hasta eso te comes!,insults
tweet23082,"-truco!!
-REAL TRUCO!!
-TRIPLE TRUCO!!!
-MEGA TRUCO!!!
-ARCHI MAX POWER ULTIMATE TRUCO CARAJO!!!!!!!!
-no quiero
-ok... anotame dos puntitos",parody
tweet2245,"—Estoy intentando olvidarte, deja de llamarme.
—Pero si tú fuiste el que me marcó. 
—Pues no contestes, pendeja.",absurd
tweet5570,"#ClásicasMentiras ""Sí claro, yo le digo "", cuando alguien te dice ""Me saludas a tú mamá"" ...",reference
tweet2279,"Venía un sacerdote lleno de arroz hasta en los anteojos. -¿Dónde fue la boda, padre? -Q boda, me vomitó un chino.",stereotype
tweet6947,"Profesor, no alcancé a apuntar, ¿Podria volver a repetir? Claro, ¿en qué parte te perdiste? Más o menos en el inicio del semestre.",absurd
tweet18553,"María a Pepe: -La cocinera quemó la cena, ¿podrás conformarte con un rato de amor? -Está bien, que venga la cocinera! by @ferg1315",misunderstanding
tweet13000,"Soy de esas personas que cuando me llega un mensaje lo lee y dice ""Ahorita lo contesto"", pero se me olvida y contesto a los 2 meses después.",reference
tweet10868,"Quiero un iPhone5. ¿Por qué? Todo el mundo tiene uno. Si todo el mundo se tira por un puente, ¿Tú también? No, me quedo con sus iPhone.",parody
tweet21808,"—Amor, después de tantos años de casados, ¿Todavía te gusto? —No, todavía no.",embarrassment
tweet13187,"- ¿Te caíste? -No, me tropecé con estilo",irony
tweet5400,"—¿Eres un Pokémon? —No, ¿por qué? —Pokéstasmuybuena —¿Eres soltero y virgen, verdad? —Y maestro Pokémon también.",stereotype
tweet3125,Si tuviera plata como tenia medias sucias no tendría que trabajar en mucho tiempo,analogy
tweet23382,"Mi abuelo no tenía electricidad, y tuvo 5 hijos. Mi padre tenía TV, y me tuvo a mí. Yo tengo Twitter, así que aquí acaba la familia.",absurd
tweet20020,"—Papá ¿Qué es un trío? 
—Mira hijo, un trío es cuando dos mujeres tienen sexo con un hombre. 
—Ahhh, ¿Y por qué traen guitarras?",misunderstanding
tweet22905,"— ¡Mi amor! Vamos a hacer cositas sucias.
—¡Si!
— Vamos a untarnos caca de pollo en la cara.
— Pero yo creí...
— ¡UNTARNOS CACA, DIJE!",unmasking
tweet7984,"-?Fue Ana a la fiesta? - Si. - ?Y Lucía? -!Ay! !lucía DI-VI-NA!!
JAJAJAJAJAJA",wordplay
tweet3584,"“Ya le voy a bajar a mi desmadre”

— Yo, antes de hacer un cagadero en mi vida.",irony
tweet14695,"#Chiste Mi amor dime cosas calientes —El sol, la sopa, África, el fuego, agua hervida, un horno microondas. #chistes RT",misunderstanding
tweet23622,"-Salgamos de putas y echemos a suerte a ver quién paga. Si sale cara pago yo 
-Y si es barata pago yo!",wordplay
tweet18127,"-¿Te enteraste quién se hizo marica?
-No, che, ¿quién es?
-Si me das un besito te lo digo...
#Chistes #Humor #Ane...",unmasking
tweet23556,"“Sólo fue un mal día, mañana será mejor”. 

— Yo los 365 días de todo el maldito año todos los años.",exaggeration
tweet12365,¿Que es invisible y huele a zanahoria?... Un pedito de conejo. JAJAJA!,absurd
tweet6275,"Iba caminando por la calle cuando de repente vi a una mujer en moto, le grité: ¡VAAACA!! me dijo: ¡TU MADRE! Y pues nada, chocó con la vaca.",misunderstanding
tweet2965,Hoy es 11/11/11 dale #RT o espera otros 1000 años,exaggeration
tweet5370,"En los cuentos de Disney el ""Y fueron felices para siempre."" nunca explica si fueron juntos o por separado.",reference
tweet10979,"— 911 ¿Cual es su emergencia? — Estoy solito, necesito un abrazo y un beso — ¿Disculpe? — ¡ME MUERO COÑO ME MUERO!",unmasking
tweet21364,Con mis mejores amigos no nos saludamos porque nos chupa un huevo ellos saben que los amo y yo se que me aman *se habían juntado sin el*,irony
tweet20041,Nunca tuve las pelotas para poder ser malabarista,wordplay
tweet13184,"¿Por qué una mujer se queda mirando un sobresito de sopa durante más de media hora?
Porque dice: ""concentrada"".
#...",misunderstanding
tweet7029,"—Hola guapo, ¿vienes solo?
—No, vengo con mi novia.
—¿Donde está? No la veo.
—La traigo en mi corazón.

TODOS LOS HOMBRES SIEMPRE.",irony
tweet3577,"—¿Te robaron?
—No, le regale mis cosas y salieron corriendo de la emoción.",irony
tweet6784,"-Te amo. -Yo más. -No, yo más. -No, yo más. -¿Quién le perdonó los cuernos a quién? -Esta bien, tú más :D",embarrassment
tweet7195,"Tres formas de iniciar una pelea con una mujer:

1.- Decirle que si.
2.- Decirle que no.
3.- Quedarse callado.",stereotype
tweet7757,"""Buenas, me da un iPhone 7"". 

—Yo, en el 2025.😔",reference
tweet22606,"Dos mujeres caníbales: -Oye, ¿de verdad terminaste con tu novio? -No, me faltan las orejas!",wordplay
tweet14479,"Colabore con la policía... peguese solo.
#frases",irony
tweet22748,"Salir conmigo

– Pros: salir

– Contras: conmigo",irony
tweet1307,"Pueden criticar a Messi pero siempre será el mejor, el mejor evasor de impuestos del mundo. #crack",absurd
tweet12954,"Una madre a su hija: -Es tan desagradable tu último novio, ¡que seré su suegra con verdadero placer! #felizdiadelasmadres #fb",unmasking
tweet13040,"Ni los rayos caen dos veces en el mismo lugar y vos ahí, insistiendo con tu ex.",absurd
tweet12830,"#MalumaEsMejorQueJhonLennon todos lo saben, en varias entrevistas  John Lennon admitió que su música estaba inspirada en la de Maluma.",absurd
tweet15888,Típico : *Celular vibra* — Hey! Alguien me mando un mensaje! *ATENCION: Bateria Baja*,reference
tweet13102,Cómo viajan 8 músicos ? se toman  do re mi    #chistes,wordplay
tweet2590,"La marihuana tiene cosas malas, la primera la perdida de la memoria ¿Y qué más? ¿Más de qué? ¡De la Marihuana! Ah, aquí tengo, ¿Quiere?",absurd
tweet7827,"#UnaAppPara ponerle ""mute"" cuando mi mamá me está regañando.",exaggeration
tweet761,Ayer fui a un lugar de solas y solos y en la puerta me miraron y me dijeron no estamos tan solos  #CHISTES,embarrassment
tweet2111,"Nos burlamos de las mujeres que van a ver 50 Sombras de Grey pero nosotros vemos Dragon Ball, Transformers, Avengers y más cosas de frikis.",reference
tweet5644,"“Se acaba de poner sus audífonos, seguro quiere platicar.”

—Mi mamá siempre.",reference
tweet23874,"Enamorarse en un autobús, 

¿es amor pasajero?",wordplay
tweet23078,Donna Summer se casó con Stevie Wonder... y tuvieron a Donnas Wonder.,wordplay
tweet23246,"Mi esposa me dice que si volviera a nacer se volvería a casar conmigo. No entiendo porque tanto odio, ¿Que le he hecho yo a esta mujer?",irony
tweet3538,"-¿Doctor, que es lo que tengo? -Sabe como se dice ""dos más"" en inglés -¿Two more? -Exacto, tienes un two more maligno.",wordplay
tweet13019,"#Los10MandamientosDelVago 5. El trabajo es sagrado, no lo toques. #RT",parody
tweet19695,"OBJETIVO: Vivir solo 

OBSTÁCULO: Mis padres, no se quieren ir por que dicen que es su casa",absurd
tweet4719,"Deme 2 pizzas ¿Familiares? Bien, gracias No, el tamaño 18cm,¿por? ¡Noo, la pizza! ¡Ah! Dos ¿Familiares? Todos bien. ¡NOO!",misunderstanding
tweet2861,"— ¡Te ves más flaco! ¿Qué estás haciendo?

— Sumiendo la panza :(",unmasking
tweet20769,"- Mamá, mamá, hay un pobre hombre que no para de gritar. ¿Me das algo para él?
- Bueno, toma. ¿Y qué dice?
- ¡Helados, helados!",unmasking
tweet11191,Supongamos que no hay situaciones hipotéticas... #Frases,irony
tweet1344,"—¡Doctor, se nos está yendo el paciente! 
—Pues sí pendejo, ya lo di de alta.",wordplay
tweet1716,"No digo que seas puta, pero seguro conoces más hoteles que Trivago.",exaggeration
tweet9261,"A los 13: Cuando tengas 15 podrás salir
A los 15: Cuando tengas 18 haz lo que quieras
Y los 18: Si vives en esta casa se hace lo que yo diga",irony
tweet6492,Tienes un poco de cara en tu maquillaje.,irony
tweet23138,"—Hoy te ves bonita.

—Ayer me veía fea o ¿qué chingados?",irony
tweet6308,"Mujeres, el «hombre perfecto» no existe, así que deben resignarse al pendejo que tienen o morirán solas, leyendo a Coelho y adoptando gatos.",exaggeration
tweet17501,#Típico Entras al closet y no sabes si ir a Narnia o a Monster's INC #RT,absurd
